Train: [1][0/20], lr: 0.00300	Time 0.646 (0.646)	Data 0.620 (0.620)	Prec@1 9.375 (9.375)	Prec@1 20.312 (20.312)	Prec@1 0.781 (0.781)	Prec@5 72.656 (72.656)	Prec@5 86.719 (86.719)	Prec@5 64.844 (64.844)	Loss 2.0793 (2.0793)   loss_verb 2.0793   loss_noun 2.0790	
Train: [17][0/20], lr: 0.00030	Time 0.563 (0.563)	Data 0.545 (0.545)	Prec@1 58.594 (58.594)	Prec@1 6.250 (6.250)	Prec@1 4.688 (4.688)	Prec@5 85.938 (85.938)	Prec@5 61.719 (61.719)	Prec@5 54.688 (54.688)	Loss 1.0876 (1.0876)   loss_verb 1.0876   loss_noun 2.0796	
Train: [18][0/20], lr: 0.00030	Time 0.570 (0.570)	Data 0.547 (0.547)	Prec@1 53.906 (53.906)	Prec@1 6.250 (6.250)	Prec@1 3.125 (3.125)	Prec@5 87.500 (87.500)	Prec@5 57.031 (57.031)	Prec@5 51.562 (51.562)	Loss 1.1259 (1.1259)   loss_verb 1.1259   loss_noun 2.0799	
Train: [19][0/20], lr: 0.00030	Time 0.569 (0.569)	Data 0.549 (0.549)	Prec@1 57.812 (57.812)	Prec@1 9.375 (9.375)	Prec@1 7.812 (7.812)	Prec@5 87.500 (87.500)	Prec@5 60.156 (60.156)	Prec@5 50.781 (50.781)	Loss 1.0944 (1.0944)   loss_verb 1.0944   loss_noun 2.0794	
Train: [20][0/20], lr: 0.00003	Time 0.570 (0.570)	Data 0.548 (0.548)	Prec@1 58.594 (58.594)	Prec@1 7.031 (7.031)	Prec@1 6.250 (6.250)	Prec@5 89.062 (89.062)	Prec@5 58.594 (58.594)	Prec@5 53.906 (53.906)	Loss 1.0227 (1.0227)   loss_verb 1.0227   loss_noun 2.0801	
Train: [21][0/20], lr: 0.00003	Time 0.582 (0.582)	Data 0.554 (0.554)	Prec@1 58.594 (58.594)	Prec@1 4.688 (4.688)	Prec@1 3.906 (3.906)	Prec@5 87.500 (87.500)	Prec@5 56.250 (56.250)	Prec@5 52.344 (52.344)	Loss 1.0546 (1.0546)   loss_verb 1.0546   loss_noun 2.0809	
Train: [22][0/20], lr: 0.00003	Time 0.565 (0.565)	Data 0.543 (0.543)	Prec@1 55.469 (55.469)	Prec@1 7.031 (7.031)	Prec@1 3.906 (3.906)	Prec@5 87.500 (87.500)	Prec@5 60.156 (60.156)	Prec@5 53.125 (53.125)	Loss 1.1297 (1.1297)   loss_verb 1.1297   loss_noun 2.0794	
Train: [23][0/20], lr: 0.00003	Time 0.561 (0.561)	Data 0.538 (0.538)	Prec@1 55.469 (55.469)	Prec@1 7.812 (7.812)	Prec@1 3.906 (3.906)	Prec@5 82.812 (82.812)	Prec@5 52.344 (52.344)	Prec@5 45.312 (45.312)	Loss 1.1221 (1.1221)   loss_verb 1.1221   loss_noun 2.0817	
Train: [24][0/20], lr: 0.00003	Time 0.543 (0.543)	Data 0.522 (0.522)	Prec@1 53.125 (53.125)	Prec@1 6.250 (6.250)	Prec@1 3.906 (3.906)	Prec@5 80.469 (80.469)	Prec@5 57.812 (57.812)	Prec@5 50.781 (50.781)	Loss 1.1514 (1.1514)   loss_verb 1.1514   loss_noun 2.0811	
Train: [25][0/20], lr: 0.00003	Time 0.547 (0.547)	Data 0.533 (0.533)	Prec@1 52.344 (52.344)	Prec@1 10.938 (10.938)	Prec@1 5.469 (5.469)	Prec@5 88.281 (88.281)	Prec@5 54.688 (54.688)	Prec@5 52.344 (52.344)	Loss 1.1889 (1.1889)   loss_verb 1.1889   loss_noun 2.0795	
Train: [26][0/20], lr: 0.00003	Time 0.555 (0.555)	Data 0.536 (0.536)	Prec@1 57.812 (57.812)	Prec@1 10.938 (10.938)	Prec@1 5.469 (5.469)	Prec@5 85.156 (85.156)	Prec@5 58.594 (58.594)	Prec@5 51.562 (51.562)	Loss 1.0560 (1.0560)   loss_verb 1.0560   loss_noun 2.0799	
Train: [27][0/20], lr: 0.00003	Time 0.544 (0.544)	Data 0.528 (0.528)	Prec@1 51.562 (51.562)	Prec@1 4.688 (4.688)	Prec@1 3.125 (3.125)	Prec@5 82.812 (82.812)	Prec@5 60.938 (60.938)	Prec@5 51.562 (51.562)	Loss 1.1744 (1.1744)   loss_verb 1.1744   loss_noun 2.0794	
Train: [28][0/20], lr: 0.00003	Time 0.581 (0.581)	Data 0.564 (0.564)	Prec@1 57.812 (57.812)	Prec@1 8.594 (8.594)	Prec@1 3.906 (3.906)	Prec@5 89.844 (89.844)	Prec@5 62.500 (62.500)	Prec@5 54.688 (54.688)	Loss 1.1078 (1.1078)   loss_verb 1.1078   loss_noun 2.0801	
Train: [29][0/20], lr: 0.00003	Time 0.569 (0.569)	Data 0.545 (0.545)	Prec@1 67.969 (67.969)	Prec@1 6.250 (6.250)	Prec@1 3.906 (3.906)	Prec@5 92.188 (92.188)	Prec@5 71.094 (71.094)	Prec@5 65.625 (65.625)	Loss 0.9007 (0.9007)   loss_verb 0.9007   loss_noun 2.0791	
Train: [30][0/20], lr: 0.00003	Time 0.578 (0.578)	Data 0.557 (0.557)	Prec@1 61.719 (61.719)	Prec@1 10.156 (10.156)	Prec@1 10.156 (10.156)	Prec@5 89.844 (89.844)	Prec@5 67.188 (67.188)	Prec@5 62.500 (62.500)	Loss 1.0187 (1.0187)   loss_verb 1.0187   loss_noun 2.0786	
total time: 69.502 
